n_samples,epsilon,run_idx,seed,pms_mse_truth,pms_runtime_s,timestamp
2100,0.5,7,4100057,0.0007872377137359495,0.24501495901495218,2026-04-30 20:36:02
2100,0.5,8,4100058,0.0007872377137359495,0.24503183411434293,2026-04-30 20:36:03
2100,0.5,9,4100059,0.0007872377137359495,0.24392574978992343,2026-04-30 20:36:03
2100,0.5,10,4100060,0.0007872377137359495,0.24321787478402257,2026-04-30 20:36:03
2100,0.5,11,4100061,0.0007872377137359495,0.24278904078528285,2026-04-30 20:36:03
2100,0.5,12,4100062,0.0007872377137359495,0.2430153749883175,2026-04-30 20:36:04
2100,0.5,13,4100063,0.0007872377137359495,0.24312600027769804,2026-04-30 20:36:04
2100,0.5,14,4100064,0.0007872377137359495,0.24433929240331054,2026-04-30 20:36:04
2100,0.5,15,4100065,0.0007872377137359495,0.24361875001341105,2026-04-30 20:36:04
2100,0.5,16,4100066,0.0007872377137359495,0.2439734167419374,2026-04-30 20:36:05
2100,0.5,17,4100067,0.0007872377137359495,0.24379445891827345,2026-04-30 20:36:05
2100,0.5,18,4100068,0.0007872377137359495,0.2429037499241531,2026-04-30 20:36:05
2100,0.5,19,4100069,0.0007872377137359495,0.2436222922988236,2026-04-30 20:36:05
2100,1.0,0,4100100,0.0007872377137359495,0.24573695892468095,2026-04-30 20:36:08
2100,1.0,1,4100101,0.0007872377137359495,0.24409595876932144,2026-04-30 20:36:08
2100,1.0,2,4100102,0.0007872377137359495,0.24533316725865006,2026-04-30 20:36:08
2100,1.0,3,4100103,0.0007872377137359495,0.24481866601854563,2026-04-30 20:36:09
2100,1.0,4,4100104,0.0007872377137359495,0.24556766729801893,2026-04-30 20:36:09
2100,1.0,5,4100105,0.0007872377137359495,0.24365095794200897,2026-04-30 20:36:09
2100,1.0,6,4100106,0.0007872377137359495,0.24395966716110706,2026-04-30 20:36:09
