n_samples,epsilon,run_idx,data_seed,dp_seed,pms_mse,pms_runtime_s,dp_mse,dp_runtime_s,timestamp
1000,0.1,18,150001018,170001018,0.019920672522470487,0.09293929068371654,0.05588184372132438,0.030412958934903145,2026-04-30 20:33:41
1000,0.1,17,150001017,170001017,0.020044245459555535,0.09484229143708944,0.0592353279267716,0.028728374745696783,2026-04-30 20:33:41
1000,0.1,16,150001016,170001016,0.0183356952082415,0.09611208317801356,0.06227514868535663,0.029503833036869764,2026-04-30 20:33:41
1000,0.1,19,150001019,170001019,0.01857096523278744,0.13152616610750556,0.15635253652517148,0.02514929184690118,2026-04-30 20:33:41
1000,0.2,0,150002000,170002000,0.019097086331914693,0.11715150019153953,0.03280432250120239,0.04837904218584299,2026-04-30 20:33:44
1000,0.2,1,150002001,170002001,0.017243625712248502,0.11311112530529499,0.03885365336017671,0.03625245811417699,2026-04-30 20:33:44
1000,0.2,2,150002002,170002002,0.019470697549690292,0.12269287463277578,0.04293518193872523,0.03515274962410331,2026-04-30 20:33:44
1000,0.2,3,150002003,170002003,0.016823393193321344,0.104503707960248,0.03403782004879296,0.04511891724541783,2026-04-30 20:33:44
1000,0.2,4,150002004,170002004,0.01770996175474896,0.10314616607502103,0.027216071087327303,0.03922912525013089,2026-04-30 20:33:44
1000,0.2,5,150002005,170002005,0.01853897683641962,0.11211933335289359,0.03953198085552869,0.03919254196807742,2026-04-30 20:33:44
1000,0.2,6,150002006,170002006,0.016795172639180223,0.11932579195126891,0.04463373613243865,0.046627792064100504,2026-04-30 20:33:44
1000,0.2,7,150002007,170002007,0.0178614370977548,0.11362137505784631,0.03170773680304917,0.039539082907140255,2026-04-30 20:33:44
1000,0.2,8,150002008,170002008,0.019062190879064782,0.1250585000962019,0.029080539208538536,0.05067837471142411,2026-04-30 20:33:44
1000,0.2,10,150002010,170002010,0.017168670236546682,0.11886841710656881,0.03238469628138105,0.03269983269274235,2026-04-30 20:33:44
1000,0.2,9,150002009,170002009,0.019602588207315093,0.11665891669690609,0.049678706836433065,0.039827041793614626,2026-04-30 20:33:44
1000,0.2,11,150002011,170002011,0.016983089981279866,0.12034625001251698,0.02984317409120713,0.04181704204529524,2026-04-30 20:33:44
1000,0.2,12,150002012,170002012,0.017833997888841786,0.1268301671370864,0.050383823730548276,0.03582195891067386,2026-04-30 20:33:44
1000,0.2,13,150002013,170002013,0.020372849149577484,0.1168199167586863,0.032256498827638994,0.03478808328509331,2026-04-30 20:33:44
1000,0.2,15,150002015,170002015,0.017376035448857324,0.1085129170678556,0.04418663815487425,0.032108166720718145,2026-04-30 20:33:44
1000,0.2,14,150002014,170002014,0.017585013157894968,0.12448100000619888,0.03818775529419222,0.026963416952639818,2026-04-30 20:33:44
1000,0.2,16,150002016,170002016,0.018758790561168845,0.10382737498730421,0.04740607197909442,0.026888917200267315,2026-04-30 20:33:44
