n_samples,epsilon,run_idx,data_seed,pms_mse,pms_runtime_s,timestamp
1000,0.1,2,150001002,0.018518421344073884,0.11374833295121789,2026-04-30 20:33:41
1000,0.1,3,150001003,0.01739869844716262,0.112230459228158,2026-04-30 20:33:41
1000,0.1,5,150001005,0.01798009546008467,0.10259383311495185,2026-04-30 20:33:41
1000,0.1,7,150001007,0.018064922590059318,0.10650750016793609,2026-04-30 20:33:41
1000,0.1,4,150001004,0.019258799414960028,0.11253420822322369,2026-04-30 20:33:41
1000,0.1,6,150001006,0.0185012925085142,0.1252594580873847,2026-04-30 20:33:41
1000,0.1,13,150001013,0.01749669803786822,0.11248370772227645,2026-04-30 20:33:41
1000,0.1,10,150001010,0.019421694796688944,0.12953624967485666,2026-04-30 20:33:41
1000,0.1,8,150001008,0.019418048548255885,0.1431206250563264,2026-04-30 20:33:41
1000,0.1,11,150001011,0.016910953287354827,0.12797250039875507,2026-04-30 20:33:41
1000,0.1,14,150001014,0.01754059997981718,0.14799050008878112,2026-04-30 20:33:41
1000,0.1,9,150001009,0.017314120433588553,0.16157766710966825,2026-04-30 20:33:41
1000,0.1,12,150001012,0.017843748697478203,0.13606266677379608,2026-04-30 20:33:41
1000,0.1,15,150001015,0.01754539818187396,0.14587983302772045,2026-04-30 20:33:41
1000,0.1,18,150001018,0.019920672522470487,0.09293929068371654,2026-04-30 20:33:41
1000,0.1,17,150001017,0.020044245459555535,0.09484229143708944,2026-04-30 20:33:41
1000,0.1,16,150001016,0.0183356952082415,0.09611208317801356,2026-04-30 20:33:41
1000,0.1,19,150001019,0.01857096523278744,0.13152616610750556,2026-04-30 20:33:41
1000,0.2,0,150002000,0.019097086331914693,0.11715150019153953,2026-04-30 20:33:44
1000,0.2,1,150002001,0.017243625712248502,0.11311112530529499,2026-04-30 20:33:44
1000,0.2,2,150002002,0.019470697549690292,0.12269287463277578,2026-04-30 20:33:44
1000,0.2,3,150002003,0.016823393193321344,0.104503707960248,2026-04-30 20:33:44
1000,0.2,4,150002004,0.01770996175474896,0.10314616607502103,2026-04-30 20:33:44
1000,0.2,5,150002005,0.01853897683641962,0.11211933335289359,2026-04-30 20:33:44
